datetime,omicron_intensity,brian laundrie_intensity,gabby petito_intensity,delta variant_intensity,vaccine mandate_intensity,shiba inu coin_intensity,dogecoin_intensity,marjorie taylor greene_intensity,johnson and johnson vaccine_intensity,capitol_intensity,deshaun watson_intensity,crypto_intensity,cardano_intensity,amc stock_intensity,taliban_intensity,afghanistan_intensity,afghanistan news_intensity,ethereum_intensity,justin fields_intensity,aaron rodgers_intensity,myanmar_intensity,covid vaccine_intensity,britney spears_intensity,ted cruz_intensity,vaccine_intensity,russell wilson_intensity,tiger woods_intensity,washington football team_intensity,gamestop_intensity,kyle rittenhouse_intensity,student loan forgiveness_intensity,bitcoin_intensity,bitcoin price_intensity,immigration news_intensity,phoenix suns_intensity,nba scores_intensity,ukraine_intensity,atlanta braves_intensity,knicks_intensity,elon musk_intensity,yankees_intensity,kim kardashian_intensity,israel_intensity,traductor_intensity,dodgers_intensity,chicago bears_intensity,ethiopia_intensity
2021-12-04,1.3915,0.0031,0.0226,0.4791,0.165,0.0004,0.0106,0.0155,0.0035,0.4183,0.004,0.0665,0.008,0.0,0.1553,0.2684,0.0004,0.0328,0.0271,0.0146,0.0408,0.4103,0.0342,0.0186,1.2389,0.0311,0.0231,0.0204,0.0359,0.0528,0.0013,0.0909,0.0053,0.0018,0.0155,0.0,0.3238,0.0084,0.0408,0.0337,0.0204,0.0071,0.1912,0.0,0.0195,0.0222,0.0138
2021-12-05,1.1196,0.001,0.004,0.3979,0.0875,0.001,0.0064,0.0282,0.0025,0.6026,0.0124,0.0564,0.0035,0.0,0.1552,0.3628,0.0005,0.0237,0.0099,0.0099,0.1147,0.2822,0.1661,0.0356,1.0909,0.0094,0.0084,0.0203,0.0104,0.1048,0.0,0.0549,0.003,0.004,0.0094,0.0,0.2491,0.001,0.0341,0.0425,0.0143,0.0489,0.2778,0.0,0.0079,0.0395,0.0109
2021-12-06,1.3473,0.0,0.0015,0.4285,0.2856,0.0003,0.0097,0.079,0.0024,0.3984,0.0024,0.1503,0.0065,0.0,0.071,0.2475,0.0,0.0442,0.0077,0.0077,0.2414,0.3943,0.0383,0.0153,1.2162,0.0292,0.0094,0.0224,0.0118,0.0507,0.0053,0.1615,0.0083,0.0015,0.0168,0.0,0.2107,0.0021,0.0283,0.071,0.0127,0.0221,0.2914,0.0,0.0245,0.0268,0.0301
2021-12-07,1.1596,0.0011,0.0038,0.3162,0.2601,0.0008,0.0898,0.0155,0.003,0.5249,0.0022,0.1303,0.0038,0.0003,0.1309,0.3096,0.0003,0.1121,0.0139,0.0101,0.0871,0.3774,0.0207,0.012,1.0892,0.0071,0.0046,0.0305,0.0117,0.0321,0.0169,0.1135,0.0035,0.0044,0.0166,0.0,0.5567,0.0057,0.0242,0.1336,0.0131,0.0737,0.2378,0.0,0.0122,0.0215,0.0294
2021-12-08,1.2781,0.0033,0.006,0.3821,0.2934,0.0008,0.0745,0.0277,0.0014,0.437,0.003,0.0933,0.003,0.0049,0.1063,0.2551,0.0011,0.0538,0.0073,0.0103,0.087,0.5776,0.0196,0.0375,1.4337,0.0046,0.0329,0.0245,0.0228,0.0291,0.0234,0.0786,0.0014,0.0024,0.0027,0.0,0.4615,0.003,0.0223,0.0965,0.0177,0.0832,0.1958,0.0,0.0103,0.0718,0.028
2021-12-09,1.1853,0.0037,0.0234,0.4214,0.2737,0.0013,0.0126,0.0197,0.0058,0.7415,0.0045,0.0989,0.0013,0.0037,0.089,0.1926,0.0003,0.0283,0.01,0.0239,0.1401,0.5867,0.0942,0.0255,1.5521,0.0081,0.0241,0.0218,0.026,0.0365,0.0045,0.0625,0.0029,0.0042,0.0079,0.0,0.3175,0.0079,0.0401,0.0391,0.0171,0.0281,0.2931,0.0,0.0197,0.031,0.0307
2021-12-10,0.9996,0.0074,0.0102,0.3807,0.221,0.0005,0.006,0.0115,0.0049,0.6868,0.0022,0.0792,0.0025,0.0025,0.2009,0.3535,0.0003,0.0278,0.0077,0.0148,0.1047,0.528,0.0157,0.0349,1.2973,0.0429,0.0256,0.0157,0.0143,0.025,0.0016,0.0596,0.0022,0.0025,0.0132,0.0,0.3062,0.0041,0.0239,0.086,0.0283,0.119,0.2891,0.0,0.0319,0.033,0.0159
2021-12-11,0.704,0.0026,0.0021,0.2693,0.1082,0.0004,0.0034,0.0133,0.0026,0.4222,0.0013,0.043,0.0047,0.0009,0.1301,0.326,0.0004,0.015,0.0064,0.018,0.0533,0.3299,0.0052,0.0129,0.9406,0.0219,0.0073,0.021,0.0082,0.0189,0.0017,0.0408,0.0026,0.0064,0.0198,0.0,0.2422,0.0052,0.0361,0.0485,0.0215,0.1198,0.1705,0.0,0.0155,0.0266,0.0137
2021-12-12,0.6613,0.0059,0.0098,0.1933,0.0824,0.0,0.0064,0.026,0.0025,0.3768,0.001,0.0407,0.0029,0.0,0.0554,0.1815,0.0,0.0231,0.0069,0.0088,0.0162,0.1928,0.0005,0.0304,0.7226,0.0088,0.0005,0.0314,0.0054,0.0162,0.0078,0.0446,0.0015,0.0025,0.0088,0.0,0.3022,0.002,0.0397,0.0285,0.0162,0.0255,0.2556,0.0,0.0088,0.0157,0.0182
2021-12-13,0.9372,0.0035,0.0139,0.2805,0.0968,0.0,0.0091,0.0174,0.0006,0.4472,0.0035,0.0885,0.005,0.0018,0.1053,0.2561,0.0003,0.0392,0.0336,0.0466,0.0375,0.3909,0.0044,0.0147,1.1472,0.028,0.0006,0.0298,0.0109,0.0156,0.0027,0.087,0.0018,0.0018,0.0088,0.0,0.2481,0.0015,0.0381,0.1971,0.0124,0.1298,0.3248,0.0,0.0077,0.0383,0.0189
2021-12-14,1.2442,0.0051,0.0129,0.47,0.2441,0.0005,0.0226,0.0148,0.0024,0.6727,0.0021,0.1308,0.0024,0.0013,0.0908,0.2167,0.0,0.0392,0.0035,0.0134,0.0607,0.5527,0.1031,0.0167,1.6232,0.0043,0.0032,0.0338,0.018,0.0142,0.014,0.0851,0.0035,0.0051,0.025,0.0,0.1732,0.003,0.073,0.1619,0.0228,0.1364,0.2954,0.0,0.0285,0.0244,0.0287
2021-12-15,1.4723,0.0021,0.0071,0.5175,0.1848,0.0005,0.0097,0.011,0.0047,0.6558,0.0018,0.1242,0.0063,0.0003,0.0559,0.1882,0.0005,0.0319,0.0031,0.0518,0.1299,0.5763,0.0178,0.0293,1.5207,0.0026,0.0058,0.0188,0.0065,0.0183,0.0091,0.0734,0.0031,0.0031,0.0206,0.0,0.1856,0.0031,0.1357,0.0849,0.0102,0.069,0.3152,0.0,0.0081,0.0157,0.0248
2021-12-16,1.4292,0.0003,0.0045,0.4074,0.1686,0.0005,0.008,0.0253,0.004,0.3361,0.0005,0.1103,0.0043,0.0003,0.1404,0.2651,0.0,0.0391,0.0051,0.0391,0.1162,0.5876,0.0226,0.0402,1.3989,0.0082,0.0045,0.0359,0.0569,0.016,0.0066,0.0707,0.0029,0.004,0.0093,0.0,0.188,0.0056,0.0391,0.0851,0.0154,0.0968,0.2917,0.0,0.0114,0.034,0.0306
2021-12-17,1.5859,0.0041,0.0041,0.3697,0.1911,0.0,0.0088,0.0113,0.0053,0.5622,0.0014,0.0971,0.0028,0.0028,0.1289,0.2439,0.0003,0.0263,0.0088,0.0133,0.0719,0.6255,0.0277,0.0185,1.4869,0.0066,0.008,0.0733,0.0108,0.0116,0.0138,0.0863,0.0019,0.0047,0.0113,0.0,0.1795,0.0025,0.0371,0.0957,0.0102,0.1219,0.2702,0.0,0.0108,0.0324,0.0893
2021-12-18,1.9144,0.0062,0.0031,0.5173,0.4208,0.0004,0.0076,0.0076,0.004,0.6057,0.0022,0.0529,0.0044,0.0,0.1298,0.2302,0.0004,0.0191,0.0049,0.0133,0.0427,0.6128,0.0769,0.1031,1.8073,0.0102,0.0364,0.0849,0.0093,0.0156,0.0093,0.0529,0.0053,0.0049,0.0058,0.0,0.3542,0.024,0.1329,0.0373,0.0222,0.028,0.1649,0.0,0.0707,0.0276,0.0644
2021-12-19,2.1035,0.0005,0.0025,0.3498,0.1818,0.0,0.0275,0.0066,0.0031,0.4063,0.0005,0.0713,0.0031,0.0031,0.1207,0.2424,0.0015,0.0229,0.0071,0.0168,0.0458,0.2627,0.0056,0.0428,1.0591,0.0046,0.0631,0.0244,0.0336,0.0087,0.0036,0.0789,0.0015,0.001,0.0153,0.0,0.166,0.0015,0.0601,0.0418,0.0229,0.0087,0.2251,0.0,0.0153,0.0219,0.0199
2021-12-20,2.3169,0.0021,0.0048,0.4075,0.1261,0.0003,0.0149,0.0099,0.0039,0.4499,0.0015,0.0827,0.0015,0.0066,0.0672,0.1607,0.0,0.0266,0.006,0.0487,0.0308,0.5195,0.0114,0.0215,1.5384,0.003,0.0526,0.049,0.0108,0.0119,0.0066,0.0627,0.0033,0.0039,0.0152,0.0,0.224,0.0042,0.0305,0.0726,0.0143,0.0783,0.2817,0.0,0.0075,0.0239,0.0251
2021-12-21,2.8566,0.0019,0.0033,0.7062,0.1198,0.0,0.0133,0.0158,0.0086,0.5373,0.0008,0.1037,0.0019,0.0008,0.0793,0.2082,0.0006,0.0355,0.0205,0.0205,0.0283,0.4483,0.0116,0.0194,1.5745,0.0067,0.0078,0.0324,0.0044,0.0441,0.0044,0.0757,0.003,0.0036,0.0175,0.0003,0.1505,0.0108,0.0286,0.109,0.0208,0.1026,0.2066,0.0,0.0083,0.0419,0.0286
2021-12-22,2.8205,0.0011,0.0028,0.4645,0.1467,0.0014,0.0199,0.006,0.0034,0.3924,0.0014,0.0795,0.004,0.0011,0.0923,0.1954,0.0003,0.0302,0.0063,0.0202,0.0444,0.5209,0.0088,0.0268,1.4794,0.0225,0.0031,0.0342,0.0168,0.0182,0.0795,0.0578,0.0057,0.0034,0.0296,0.0,0.209,0.0046,0.0424,0.1059,0.0182,0.0293,0.2728,0.0,0.012,0.0199,0.0162
2021-12-23,2.5067,0.0015,0.003,0.5313,0.1862,0.0,0.0171,0.0165,0.0027,0.4752,0.0021,0.1235,0.0068,0.0015,0.1206,0.237,0.0,0.0363,0.01,0.026,0.065,0.5148,0.1215,0.0219,1.5641,0.013,0.005,0.0576,0.0257,0.0112,0.0151,0.0789,0.0024,0.0018,0.0287,0.0,0.2556,0.003,0.031,0.0733,0.0204,0.0493,0.2556,0.0,0.0133,0.0284,0.0316
2021-12-24,2.4521,0.0052,0.0206,0.2928,0.1423,0.0004,0.0146,0.0071,0.0034,0.1981,0.0045,0.109,0.0079,0.0004,0.0461,0.1839,0.0004,0.0326,0.0135,0.0277,0.0521,0.4659,0.0052,0.0142,1.2789,0.009,0.0026,0.0449,0.0648,0.0228,0.0034,0.0749,0.0022,0.0026,0.0427,0.0,0.203,0.0019,0.0809,0.0453,0.0307,0.036,0.3281,0.0,0.0146,0.0266,0.0161
2021-12-25,2.0909,0.0007,0.0007,0.1656,0.2051,0.0014,0.0048,0.0061,0.0007,0.2269,0.0027,0.0872,0.002,0.0,0.0436,0.156,0.0,0.0123,0.0129,0.0266,0.0824,0.216,0.0095,0.017,1.0608,0.0102,0.002,0.0361,0.0204,0.0341,0.0027,0.0702,0.002,0.0041,0.0218,0.0,0.3604,0.0034,0.0906,0.0252,0.0082,0.0109,0.2139,0.0,0.0075,0.0218,0.0988
2021-12-26,1.7819,0.0,0.0,0.2499,0.061,0.0018,0.0077,0.0059,0.0006,0.2475,0.0,0.0492,0.0036,0.0,0.0823,0.1634,0.0,0.0213,0.0124,0.0645,0.2185,0.2167,0.0089,0.016,0.6905,0.0065,0.0041,0.0142,0.0065,0.0113,0.0018,0.0563,0.0012,0.0012,0.042,0.0,0.2469,0.0053,0.0391,0.0343,0.0148,0.0213,0.2854,0.0,0.0136,0.0178,0.0497
2021-12-27,2.0741,0.0018,0.0029,0.2601,0.1974,0.0007,0.011,0.0132,0.0015,0.2832,0.0015,0.0616,0.004,0.0004,0.1108,0.2087,0.0011,0.0286,0.0165,0.0165,0.1262,0.358,0.0103,0.0048,1.0917,0.0293,0.0033,0.0385,0.0062,0.0073,0.0044,0.0675,0.0026,0.0022,0.0293,0.0,0.1218,0.0015,0.0147,0.0477,0.0125,0.073,0.3166,0.0,0.011,0.0282,0.0209
2021-12-28,2.3921,0.0023,0.0016,0.392,0.2906,0.0003,0.018,0.0157,0.0056,0.3433,0.0029,0.103,0.0072,0.0016,0.0876,0.3246,0.0,0.0389,0.0046,0.0177,0.1618,0.5698,0.1056,0.0072,1.5833,0.0082,0.0016,0.0353,0.0075,0.0124,0.0039,0.0726,0.0049,0.0039,0.0461,0.0,0.1844,0.0023,0.033,0.0647,0.015,0.2004,0.3969,0.0,0.0118,0.0592,0.0265
2021-12-29,2.4903,0.0013,0.0019,0.4644,0.1685,0.0003,0.0076,0.0367,0.0051,0.6386,0.0016,0.1121,0.0029,0.0003,0.1061,0.1875,0.001,0.0317,0.0067,0.0399,0.1251,0.4017,0.0824,0.0212,1.461,0.006,0.0095,0.0691,0.0067,0.0162,0.0038,0.0792,0.0025,0.0025,0.0301,0.0,0.2515,0.0073,0.0355,0.1182,0.0276,0.1245,0.2322,0.0,0.0244,0.0916,0.0215
2021-12-30,2.6349,0.0212,0.0241,0.4343,0.1545,0.0003,0.0106,0.018,0.0135,0.4397,0.001,0.0925,0.0019,0.0,0.1529,0.2762,0.0186,0.0209,0.0112,0.0543,0.0816,0.7054,0.0067,0.0087,1.6899,0.0103,0.0148,0.0228,0.0112,0.0379,0.0055,0.0646,0.0042,0.0042,0.0427,0.0,0.2827,0.0074,0.0395,0.1044,0.0206,0.1372,0.284,0.0,0.0231,0.0453,0.0382
2021-12-31,2.5128,0.0023,0.0066,0.5448,0.1296,0.0,0.0116,0.0089,0.0046,0.5363,0.0023,0.0797,0.0031,0.0023,0.1788,0.2786,0.0004,0.0329,0.0093,0.0286,0.0886,0.4272,0.0623,0.024,1.5203,0.0143,0.0325,0.0151,0.0507,0.0801,0.0012,0.0646,0.0031,0.0039,0.0399,0.0,0.3572,0.0163,0.0252,0.0646,0.043,0.0573,0.3351,0.0,0.0441,0.0944,0.0174
